date,Commodity,weighted_price_sum,official_observations,national_weighted_price,base_price_2015,price_index_2015_100,index_yoy_pct
2003-02-01,Soyabean,1559251.0,1148,1358.2325783972126,3340.3972533583405,40.66080993904794,5.290206323784918
2003-03-01,Soyabean,1259006.0,899,1400.4516129032259,3340.3972533583405,41.92470256330296,24.514042748463783
2003-04-01,Soyabean,1407884.0,934,1507.370449678801,3340.3972533583405,45.12548464597537,21.25036258782613
2003-05-01,Soyabean,1651719.0,1081,1527.95467160037,3340.3972533583405,45.74170542333573,17.60868958666397
2003-06-01,Soyabean,1941239.9999999998,1333,1456.2940735183795,3340.3972533583405,43.59643368926444,2.363688391638674
2003-07-01,Soyabean,1789927.0,1369,1307.4704163623082,3340.3972533583405,39.14116547209511,0.7163315664398429
2003-08-01,Soyabean,1055488.0,907,1163.7133406835721,3340.3972533583405,34.83757327107151,-15.274299415230598
2003-09-01,Soyabean,946532.0,759,1247.0777338603425,3340.3972533583405,37.33321635941851,-0.4861653144601852
2003-10-01,Soyabean,1571307.0,1297,1211.4934464148034,3340.3972533583405,36.26794523306479,4.859979033284922
2003-11-01,Soyabean,2175397.0,1739,1250.9470960322024,3340.3972533583405,37.44905174899589,-5.165852614462285
2003-12-01,Soyabean,2349886.0,1704,1379.0410798122066,3340.3972533583405,41.28374487273206,5.596197191829155
2004-01-01,Soyabean,2516220.0,1695,1484.495575221239,3340.3972533583405,44.4406896134515,13.695272447978613
2004-02-01,Soyabean,2027631.0,1340,1513.1574626865672,3340.3972533583405,45.29872790325407,11.406359025210122
2004-03-01,Soyabean,1966872.0,1209,1626.8585607940447,3340.3972533583405,48.70254755354164,16.166709781672694
2004-04-01,Soyabean,1618706.0,961,1684.3975026014568,3340.3972533583405,50.42506548908252,11.744097342519755
2004-05-01,Soyabean,1618810.0,935,1731.3475935828876,3340.3972533583405,51.830589665412994,13.311449990167912
2004-06-01,Soyabean,2060789.0,1281,1608.734582357533,3340.3972533583405,48.159978000824815,10.46770096858667
2004-07-01,Soyabean,2297383.0,1319,1741.7611827141775,3340.3972533583405,52.14233669253141,33.2161065303618
2004-08-01,Soyabean,1880793.0,1080,1741.475,3340.3972533583405,52.13376936677727,49.648108268402865
2004-09-01,Soyabean,1588365.0,1053,1508.4188034188035,3340.3972533583405,45.156868749735736,20.95627742061248
2004-10-01,Soyabean,2592306.0,2195,1181.0050113895215,3340.3972533583405,35.35522639417131,-2.51659925321982
2004-11-01,Soyabean,2576472.0,2039,1263.5958803334968,3340.3972533583405,37.82771282855994,1.0111366293118484
2004-12-01,Soyabean,3019958.0,2390,1263.5807531380754,3340.3972533583405,37.827259972379245,-8.372508140936175
2005-01-01,Soyabean,2251033.0000000005,1845,1220.0720867208674,3340.3972533583405,36.52476020611745,-17.812346019351644
2005-02-01,Soyabean,2096316.9999999998,1760,1191.0892045454543,3340.3972533583405,35.657112439185696,-21.284517050148246
2005-03-01,Soyabean,2396995.0,1908,1256.2866876310272,3340.3972533583405,37.60890074879544,-22.778370664389346
2005-04-01,Soyabean,2191292.0,1742,1257.9173363949483,3340.3972533583405,37.65771676198913,-25.319448974950042
2005-05-01,Soyabean,2174978.0,1789,1215.7506987143656,3340.3972533583405,36.39539271839852,-29.780091345004543
2005-06-01,Soyabean,2315430.0,1878,1232.9233226837061,3340.3972533583405,36.90948199182478,-23.360675141519692
2005-07-01,Soyabean,2220098.0,1817,1221.8481012658228,3340.3972533583405,36.577927970615214,-29.849848912017706
2005-08-01,Soyabean,2033525.0000000002,1675,1214.0447761194032,3340.3972533583405,36.3443232657085,-30.28640800933673
2005-09-01,Soyabean,2116922.0,1800,1176.0677777777778,3340.3972533583405,35.207422608056355,-22.03307363232001
2005-10-01,Soyabean,2918473.5,2636,1107.1599013657055,3340.3972533583405,33.144557889113294,-6.252734688816675
2005-11-01,Soyabean,3106025.0,2894,1073.2636489288182,3340.3972533583405,32.12982072266373,-15.06274548429557
2005-12-01,Soyabean,3975511.5,3720,1068.6858870967742,3340.3972533583405,31.99277828474885,-15.42401350742989
2006-01-01,Soyabean,3019458.0,2695,1120.3925788497218,3340.3972533583405,33.54069872148622,-8.169968722016229
2006-02-01,Soyabean,2517838.0,2223,1132.6306792622581,3340.3972533583405,33.90706533851755,-4.907988844169331
2006-03-01,Soyabean,2232503.5,1990,1121.8610552763819,3340.3972533583405,33.584659852911045,-10.700235358549492
