date,food_cpi_yoy,baseline_fitted,full_fitted,full_residual
2021-12-01,4.472049450203941,2.683069599945625,2.7925719988607147,1.6794774513432262
2022-01-01,5.583756028722497,4.43126003146834,4.487352491220025,1.0964035375024723
2022-02-01,5.92734222977982,5.470799958706857,5.743639025068157,0.18370320471166313
2022-03-01,7.466497237356529,5.796271085370773,5.966505532343938,1.4999917050125902
2022-04-01,8.101266205108605,7.2549270461290485,7.034307288570507,1.0669589165380975
2022-05-01,7.840696705768013,7.867541598116448,7.7275999118480465,0.11309679391996674
2022-06-01,7.564575735523249,7.63829596405761,7.605367448466929,-0.04079171294367967
2022-07-01,6.707316902382199,7.390769809946573,7.335454854231138,-0.628137951848939
2022-08-01,7.565588743243023,6.5890740344681324,6.574168472790597,0.9914202704524255
2022-09-01,8.414634271586374,7.3932033752337505,7.372220234599207,1.042414036987167
2022-10-01,5.784137922596688,8.180648906030545,8.147819029479164,-2.363681106882476
2022-11-01,4.065998893228273,5.688100332156058,5.720438064693814,-1.6544391714655413
2022-12-01,4.577883522119852,4.053429632405255,4.072195132016796,0.5056883901030558
2023-01-01,6.189903609749958,4.52124135137383,4.499990586090516,1.6899130236594422
2023-02-01,6.257520710665321,6.031662950359251,6.029123563078975,0.228397147586346
2023-03-01,5.106888260257403,6.097399352977645,5.971174587729035,-0.8642863274716319
2023-04-01,4.156908525578196,5.02449941569748,5.2035405547739195,-1.0466320291957238
2023-05-01,3.346797095244969,4.1455909432022455,4.258855539871902,-0.9120584446269335
2023-06-01,4.688393662544699,3.3991311655150414,3.514536873800255,1.1738567887444438
2023-07-01,10.571428650591418,4.67415742028448,4.699471209203822,5.871957441387596
2023-08-01,9.188882622215932,10.21624562182148,10.240515468369438,-1.051632846153506
2023-09-01,6.299212248076835,8.911377213915339,8.88780386550561,-2.588591617428775
2023-10-01,7.609921494641947,6.1800434947296035,6.17012521034846,1.4397962842934868
2023-11-01,9.06002289799006,7.39685204540822,7.391293523574658,1.6687293744154008
2023-12-01,8.698124119218287,8.744044366112185,8.721193370916422,-0.023069251698135673
2024-01-01,7.583475328542311,8.389474549799274,8.415145414526396,-0.8316700859840855
2024-02-01,7.757644619951343,7.3336284459656715,7.2803879185302645,0.47725670142107823
2024-03-01,7.740112471804883,7.499622540826807,7.555079804237561,0.18503266756732195
2024-04-01,7.869589585345849,7.493166253116046,7.580794525268062,0.28879506007778666
2024-05-01,7.872697397396733,7.630213648315019,7.537281941312222,0.33541545608451084
2024-06-01,8.356089008300604,7.649134036017676,7.589031710751368,0.7670572975492354
2024-07-01,5.064599706419082,8.116440776503403,8.03830430476891,-2.973704598349829
2024-08-01,5.298701170263964,5.023712495080384,4.994803504028057,0.3038976662359074
2024-09-01,8.359788766290244,5.2403893980613745,5.245407187820449,3.1143815784697946
2024-10-01,9.69093770606426,8.109749663990327,8.017732929280733,1.6732047767835265
2024-11-01,8.203530350686838,9.3457955063529,9.23706356049905,-1.0335332098122123
2024-12-01,7.688284525460109,7.928283277031521,7.8289007519336336,-0.1406162264735249
2025-01-01,5.68122042655228,7.429387328649165,7.4572415604048885,-1.7760211338526082
2025-02-01,3.836048051921392,5.53362384385384,5.399850666773994,-1.563802614852602
2025-03-01,2.8841111058690583,3.7990940343034927,3.7134038040382857,-0.8292926981692275
2025-04-01,2.136529243877683,2.9132009828171936,2.83652595917684,-0.6999967152991573
2025-05-01,1.5010346996442658,2.2247839660064255,2.195047042343045,-0.694012342698779
2025-06-01,-0.1512094284638165,1.642668923659127,1.795603521836674,-1.9468129503004905
2025-07-01,-0.8362031587743624,0.09997251868878204,0.1332472623003232,-0.9694504210746855
2025-08-01,0.0493339097548561,-0.5395919568602877,-0.5266020746603115,0.5759359844151676
2025-09-01,-1.3671877348558017,0.2901986857715381,0.3226817957868513,-1.689869530642653
2025-10-01,-3.724928918495074,-1.0546469137469845,-1.041589921853325,-2.6833389966417487
2025-11-01,-2.7831091070794844,-3.2904856329028176,-3.2503351211987415,0.467226014119257
2025-12-01,-1.8455561514742704,-2.4216743300378103,-2.420689981461113,0.5751338299868427
